
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008382                       # Number of seconds simulated (Second)
simTicks                                   8382039500                       # Number of ticks simulated (Tick)
finalTick                                  8382039500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     53.83                       # Real time elapsed on the host (Second)
hostTickRate                                155715224                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     722032                       # Number of bytes of host memory used (Byte)
simInsts                                     12307857                       # Number of instructions simulated (Count)
simOps                                       20546293                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   228646                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     381693                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         16764080                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.362063                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.734180                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        40653546                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1400                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       35776618                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 172371                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             20108495                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          31914015                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 539                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            16579239                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.157917                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.631479                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total     20546293                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl      2026161                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl      1610529                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl       415517                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl      1189380                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl       836666                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall       410156                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn       410151                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls          410156                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns        820307                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data        7704792                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total           7704792                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data       7704792                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total          7704792                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data        40518                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total           40518                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data        40518                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total          40518                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data   2025125500                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total   2025125500                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data   2025125500                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total   2025125500                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data      7745310                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total       7745310                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data      7745310                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total      7745310                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.005231                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.005231                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.005231                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.005231                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 49980.885039                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 49980.885039                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 49980.885039                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 49980.885039                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs          152                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            4                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs           11                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            2                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      13.818182                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets            2                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks         5154                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total              5154                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data        19883                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total         19883                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data        19883                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total        19883                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data        20635                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total        20635                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data        20635                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total        20635                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data    902720500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total    902720500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data    902720500                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total    902720500                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.002664                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.002664                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.002664                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.002664                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 43747.055973                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 43747.055973                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 43747.055973                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 43747.055973                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                  20120                       # number of replacements (Count)
system.cpu.dcache.LockedRMWReadReq.hits::cpu.data           66                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.hits::total           66                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.misses::cpu.data            5                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.misses::total            5                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.missLatency::cpu.data       309500                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu.dcache.LockedRMWReadReq.missLatency::total       309500                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu.dcache.LockedRMWReadReq.accesses::cpu.data           71                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu.dcache.LockedRMWReadReq.accesses::total           71                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu.dcache.LockedRMWReadReq.missRate::cpu.data     0.070423                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu.dcache.LockedRMWReadReq.missRate::total     0.070423                       # miss rate for LockedRMWReadReq accesses (Ratio)
